review,stars,useful,funny,cool,cone,yogurt,shake,shakes,sorbet,gelato,sundae,waffle,sherbet,smoothie,slush
78383,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0
78384,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
78386,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0
78390,5,4,1,0,1,0,0,0,0,0,0,1,0,0,0
78412,4,3,0,2,1,0,0,0,0,0,0,0,0,0,0
78418,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0
78425,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0
78433,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
78436,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0
78437,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0
78441,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0
78445,5,2,1,2,0,2,0,0,0,0,0,0,0,0,0
78448,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0
78449,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0
78451,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0
78457,4,2,0,2,0,0,0,0,0,0,1,0,0,0,0
78467,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
78469,5,1,0,2,0,0,0,0,0,0,4,0,0,0,0
78476,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0
78478,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0
78479,4,6,4,7,2,0,0,0,0,0,0,1,0,0,0
78481,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0
78490,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0
78498,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0
78506,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0
78509,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0
78528,5,0,0,0,2,0,0,0,0,0,0,2,0,0,0
78549,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0
78552,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0
78553,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
78558,5,1,0,1,0,1,0,0,0,0,0,0,0,0,0
78563,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0
78564,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
78569,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0
78579,3,1,0,1,0,3,0,0,0,0,0,0,0,0,0
78586,5,4,0,3,0,1,0,0,0,0,0,0,0,0,0
78587,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0
78588,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0
78597,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0
78605,5,1,1,1,0,0,0,0,0,2,0,0,0,0,0
78606,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0
78610,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0
78611,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
78612,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
78626,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0
78638,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0
78649,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
78655,5,0,0,0,0,0,1,0,0,0,0,0,0,1,1
78657,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0
78663,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0
78671,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0
78673,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
78679,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0
78683,5,3,0,2,1,0,0,0,0,0,0,2,0,0,0
78684,5,1,0,1,1,0,0,0,0,0,0,1,0,0,0
78691,5,2,1,1,1,0,0,0,0,0,0,1,0,0,0
78692,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0
78694,5,2,0,2,0,0,0,0,0,0,2,0,0,0,0
78702,1,4,2,0,0,0,0,0,0,3,0,0,0,0,0
78704,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0
78705,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0
78706,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
78708,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
78709,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0
78721,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0
78724,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0
78737,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0
78740,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0
78743,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0
78746,3,3,1,0,0,1,0,0,0,0,0,0,0,0,0
78750,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0
78757,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0
78759,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0
78775,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0
78778,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
78780,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
78783,4,1,0,1,1,0,0,0,0,0,0,1,0,0,0
78792,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0
78795,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0
78800,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
78818,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
78820,4,2,0,1,0,0,2,0,0,0,0,0,0,0,0
78825,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0
78835,5,15,3,14,0,2,0,0,0,0,0,0,0,0,0
78846,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0
78848,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0
78852,5,8,4,2,0,0,0,0,0,0,0,1,0,0,0
78856,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
78857,4,1,0,1,0,2,0,0,0,0,0,0,0,0,0
78864,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0
78870,2,0,0,0,1,0,0,1,0,2,0,0,0,0,0
78876,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0
78882,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0
78890,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0
78891,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
78897,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
78898,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0
78903,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
78908,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
78910,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0
78914,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0
78915,5,1,0,1,0,2,0,0,0,0,0,0,0,0,0
78921,4,1,0,1,0,0,0,0,0,0,0,1,0,0,0
78927,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0
78930,4,8,4,5,0,0,0,0,0,0,0,1,0,0,0
78932,4,0,0,0,1,0,0,0,0,0,0,2,0,0,0
78936,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0
78948,4,1,0,0,0,2,0,0,0,0,0,0,0,0,0
78950,3,1,1,1,0,0,0,0,0,0,0,0,0,0,1
78953,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0
78960,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0
78968,4,1,0,0,0,3,0,0,0,0,0,0,0,0,0
78977,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
78994,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
78999,5,1,0,0,0,0,1,1,0,0,0,0,0,0,0
79000,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0
79002,5,1,0,1,0,1,0,0,0,0,0,0,0,0,0
79003,2,2,1,1,0,0,0,0,0,2,0,0,0,0,0
79016,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
79027,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0
79035,4,1,0,2,0,1,1,0,0,0,0,0,0,0,0
79036,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0
79039,2,1,1,0,1,0,0,0,0,0,2,4,0,0,0
79042,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0
79044,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0
79045,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0
79050,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0
79051,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
79058,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0
79062,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0
79065,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0
79066,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0
79070,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
79081,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0
79094,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0
79095,2,11,4,5,0,1,0,0,0,0,0,0,0,0,0
79100,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0
79106,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0
79108,5,1,1,1,0,5,0,0,0,0,0,0,0,0,0
79109,5,4,7,2,0,1,0,0,0,0,0,0,0,0,0
79112,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0
79115,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0
79122,4,2,1,2,0,2,0,0,0,0,0,0,0,0,0
79128,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0
79132,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
79133,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0
79151,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0
79153,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0
79156,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
79157,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0
79164,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1
79168,5,1,0,0,1,0,1,0,0,0,0,1,0,0,0
79171,5,2,0,1,0,4,0,0,0,0,0,0,0,0,0
79175,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
79181,3,0,0,0,1,0,0,0,0,0,1,1,0,0,0
79192,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0
79197,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0
79198,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0
79201,3,2,1,1,1,0,0,0,0,0,0,2,0,0,0
79209,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0
79216,5,1,0,2,0,1,0,0,0,0,0,0,0,0,0
79231,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0
79233,5,2,1,1,0,0,1,0,0,0,0,0,0,0,0
79253,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0
79255,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0
79257,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0
79259,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
79265,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0
79273,4,1,0,1,0,0,0,0,0,0,0,1,0,0,0
79275,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0
79278,1,2,3,0,0,4,0,0,0,0,0,0,0,0,0
79279,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0
79281,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
79293,5,2,0,0,0,1,0,0,0,0,0,0,0,0,0
79294,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
79296,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0
79298,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
79300,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0
79304,5,2,2,2,0,1,0,0,0,0,0,0,0,0,0
79310,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0
79313,5,2,1,2,0,2,0,0,0,0,0,0,0,0,0
79315,1,2,3,1,0,2,0,0,0,0,0,0,0,0,0
79318,4,1,0,1,0,0,0,0,0,0,1,0,0,0,0
79321,5,3,0,1,0,0,0,0,0,0,0,1,0,0,0
79322,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0
79323,3,4,1,2,0,1,0,0,0,0,0,0,0,0,0
79324,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0
79326,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0
79341,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
79347,5,1,0,1,0,0,0,0,0,1,0,0,0,0,0
79354,5,1,0,2,0,0,0,0,0,3,0,0,0,0,0
79363,5,1,0,1,0,0,0,1,0,0,0,0,0,0,0
79364,3,3,2,0,0,1,0,0,0,0,0,0,0,0,0
79367,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0
79376,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0
79394,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0
79396,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0
79405,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
79410,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0
79417,4,7,2,6,1,0,0,0,0,0,0,1,0,0,0
79422,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0
79425,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0
79437,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0
79445,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
79446,5,5,0,2,0,7,0,0,0,0,0,0,0,0,0
79452,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0
79456,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0
79461,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0
79467,3,2,1,2,0,1,0,0,0,0,0,0,0,0,0
79470,3,1,3,1,0,0,0,0,0,0,0,1,0,0,0
79479,5,3,2,2,0,0,0,0,0,3,0,0,0,0,0
79480,4,5,3,5,0,0,0,0,0,1,0,0,0,0,0
79484,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0
79485,5,1,1,1,0,4,0,0,0,0,0,0,0,0,0
79493,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0
79502,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0
79504,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0
79505,4,2,0,1,0,0,0,0,0,0,1,1,0,0,0
79506,4,2,0,1,0,1,0,0,0,0,0,0,0,0,0
79527,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
79528,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
79529,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0
79537,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0
79547,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0
79549,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
79556,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
79560,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0
79561,5,2,0,1,0,0,0,0,0,5,0,0,0,0,0
79570,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0
79572,4,1,0,1,0,1,0,0,0,0,0,0,0,0,0
79576,5,1,0,1,1,0,0,0,0,0,0,0,0,0,0
79578,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0
79583,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
79584,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0
79586,5,3,0,1,0,1,0,0,0,0,0,0,0,0,0
79590,4,9,0,1,0,1,0,0,0,0,0,0,0,3,0
79602,5,1,0,1,1,0,0,0,0,0,0,1,1,0,0
79612,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
79617,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0
79621,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0
79623,1,3,0,1,0,0,3,0,0,0,0,0,0,0,0
79637,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0
79638,5,2,1,2,0,0,0,0,0,3,0,0,0,0,0
79643,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0
79645,5,1,0,2,0,0,0,0,0,0,0,2,0,0,0
79649,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0
79652,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0
79653,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1
79656,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0
79665,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
79668,5,1,1,2,0,0,1,1,0,0,0,0,0,0,0
79669,5,4,1,4,0,3,0,0,0,0,0,0,0,2,0
79675,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0
79686,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0
79688,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0
79697,5,10,6,5,1,0,0,0,0,0,0,0,0,0,0
79702,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
79710,5,2,0,1,4,0,0,0,0,0,0,1,0,0,0
79712,4,2,1,0,0,1,0,0,0,0,0,0,0,0,0
79729,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
79730,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0
79747,1,2,1,0,0,6,0,0,0,0,0,0,0,0,0
79755,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
79763,3,4,1,2,0,4,0,0,0,0,0,0,0,0,0
79765,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0
79771,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0
79772,5,0,0,2,0,0,2,0,0,0,0,0,0,0,0
79773,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
79780,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
79784,2,4,1,0,0,0,4,1,0,0,1,0,0,0,0
79790,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0
79805,5,0,1,0,0,2,0,0,0,0,0,0,0,0,0
79809,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0
79812,1,3,3,1,0,1,0,0,0,0,1,0,0,0,0
79816,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0
79823,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0
79825,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
79826,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0
79829,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
79831,4,1,0,1,0,0,0,0,0,1,0,0,0,0,0
79832,4,3,0,2,1,0,0,0,0,0,0,0,0,0,0
79835,3,3,3,3,0,4,0,0,0,0,0,0,0,0,0
79839,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0
79840,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0
79846,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
79850,5,6,0,5,0,0,1,1,0,0,0,0,0,0,0
79853,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0
79857,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0
79872,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
79873,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0
79877,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
79884,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
79888,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0
79889,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0
79901,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
79913,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0
79915,4,4,2,3,0,0,0,0,0,0,0,0,0,1,0
79919,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0
79927,5,1,0,1,0,1,0,0,0,0,0,0,0,0,0
79929,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1
79932,5,2,0,1,0,3,0,0,0,0,0,0,0,0,0
79933,5,1,1,1,1,0,0,0,0,0,0,1,0,0,0
79936,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0
79937,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
79939,5,3,1,1,1,0,0,0,0,0,0,1,0,0,0
79940,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
79943,2,18,8,11,0,0,0,0,0,0,2,0,0,0,0
79948,1,0,0,0,0,0,1,4,0,0,0,0,0,0,0
79950,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0
79954,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0
79955,3,1,0,0,0,0,0,0,0,3,0,0,0,0,0
79962,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0
79963,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0
79964,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
79968,4,2,0,1,1,0,0,0,0,0,0,2,0,0,0
79970,3,2,0,0,0,0,2,4,0,0,0,0,0,0,0
79971,4,1,0,0,0,3,0,0,0,2,0,0,0,0,0
79974,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0
79977,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0
79985,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0
79987,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
79989,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0
79992,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
79994,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0
79995,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0
80001,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0
80006,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0
80016,5,4,0,2,0,1,0,0,0,0,0,0,0,0,0
80018,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0
80021,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0
80022,4,1,0,1,0,1,0,0,0,0,0,0,0,0,0
80025,5,1,0,1,4,0,0,0,0,0,0,1,0,0,0
80028,4,3,0,2,0,1,0,0,0,0,0,0,0,0,0
80031,4,0,0,0,0,0,0,0,2,2,0,0,0,0,0
80032,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0
80038,5,3,1,1,0,0,0,0,0,0,0,0,0,1,0
80045,4,0,2,0,0,0,0,0,0,0,0,1,0,0,0
80047,4,4,2,2,1,0,0,0,0,0,0,1,0,0,0
80048,4,3,1,2,0,0,0,0,0,0,0,0,0,1,0
80052,5,3,0,4,0,0,0,0,1,0,0,0,0,1,0
80053,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0
80055,4,0,0,2,0,0,0,0,0,0,0,0,0,0,1
80057,5,1,0,2,0,0,0,0,1,0,0,0,0,0,0
80061,5,0,0,0,1,0,0,0,0,0,0,3,0,0,0
80062,4,2,0,4,0,0,0,0,1,0,0,0,0,0,0
80072,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0
80074,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1
80077,4,5,2,4,1,0,0,0,0,0,0,0,0,0,0
80089,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0
80098,4,5,3,2,0,1,0,0,0,0,0,0,0,0,0
80103,5,7,2,7,0,0,0,0,0,0,3,0,0,0,0
80107,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0
80124,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0
80132,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0
80136,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0
80138,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0
80142,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0
80146,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0
80148,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0
80159,3,1,1,0,0,0,0,1,0,1,0,0,0,0,0
80163,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0
80170,4,1,0,2,2,0,0,0,0,0,0,0,0,0,0
80178,4,1,0,1,0,0,0,0,0,1,0,0,0,0,0
80180,5,1,3,1,0,1,0,0,0,0,0,0,0,0,0
80181,4,1,1,0,0,0,2,0,0,0,0,0,0,0,0
80184,5,1,0,1,0,2,0,0,0,0,0,0,0,0,0
80185,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0
80190,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
80203,5,1,0,0,0,1,0,0,0,2,0,0,0,0,0
80205,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
80206,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0
80221,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0
80225,5,1,0,2,0,0,1,0,0,0,0,0,0,0,0
80226,5,3,4,1,1,0,0,0,0,0,0,0,0,0,0
80234,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
80239,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0
80240,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0
80247,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0
80261,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0
80262,4,2,0,2,0,0,0,1,0,0,0,0,0,0,0
80264,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0
80265,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
80275,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
80288,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
80289,5,2,0,0,0,1,0,0,0,0,0,0,0,0,0
80292,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0
80300,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
80301,5,3,0,0,0,1,0,0,0,0,0,0,0,0,0
80305,5,2,0,2,0,0,0,0,0,0,0,1,0,0,0
80311,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0
80319,5,1,2,1,0,0,2,0,0,0,0,0,0,0,0
80320,3,4,0,3,2,0,0,0,0,0,0,2,0,0,0
80322,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0
80324,5,1,0,0,0,0,0,0,0,0,0,0,0,2,0
80326,5,1,0,1,0,0,0,0,0,0,0,1,0,0,0
80333,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0
80343,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0
80351,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
80352,4,31,22,28,2,1,1,0,0,0,2,1,0,1,0
80356,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0
80357,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0
80359,4,3,3,4,0,1,0,0,0,0,0,0,0,0,0
80367,4,1,1,1,0,0,0,0,0,2,0,0,0,0,0
80372,1,1,2,0,0,3,0,0,0,0,0,0,0,0,0
80374,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0
80392,2,19,15,15,0,0,0,0,0,0,0,1,0,0,0
80393,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0
80396,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0
80401,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
80403,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0
80405,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0
80407,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0
80420,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0
80424,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0
80430,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0
80432,4,1,0,1,2,0,0,0,0,0,0,1,0,0,0
80437,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0
80440,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0
80442,4,3,0,3,0,0,0,0,0,0,0,0,1,0,0
80444,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0
80459,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0
80465,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
