business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes.ByAppointmentOnly,attributes.BusinessAcceptsCreditCards,attributes.BikeParking,attributes.RestaurantsPriceRange2,attributes.CoatCheck,attributes.RestaurantsTakeOut,attributes.RestaurantsDelivery,attributes.Caters,attributes.WiFi,attributes.BusinessParking,attributes.WheelchairAccessible,attributes.HappyHour,attributes.OutdoorSeating,attributes.HasTV,attributes.RestaurantsReservations,attributes.DogsAllowed,attributes.Alcohol,attributes.GoodForKids,attributes.RestaurantsAttire,attributes.Ambience,attributes.RestaurantsTableService,attributes.RestaurantsGoodForGroups,attributes.DriveThru,attributes.NoiseLevel,attributes.GoodForMeal,attributes.BusinessAcceptsBitcoin,attributes.Smoking,attributes.Music,attributes.GoodForDancing,attributes.AcceptsInsurance,attributes.BestNights,attributes.BYOB,attributes.Corkage,attributes.BYOBCorkage,attributes.HairSpecializesIn,attributes.Open24Hours,attributes.RestaurantsCounterService,attributes.AgesAllowed,attributes.DietaryRestrictions,categories,hours.Monday,hours.Tuesday,hours.Wednesday,hours.Thursday,hours.Friday,hours.Saturday,hours.Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9Ql_2vn5Mn17gKBiUi00WA,Dairy Queen Grill & Chill,550 E Boise Ave,Boise,ID,83706,43.58022,-116.17634,2.5,16,1,NA,TRUE,TRUE,1,NA,TRUE,TRUE,NA,NA,{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False},NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food, Restaurants, Fast Food, Ice Cream & Frozen Yogurt, Burgers",16:0-20:0,16:0-20:0,16:0-20:0,16:0-20:0,16:0-20:0,16:0-20:0,16:0-20:0,,,,,,,,,,,,,,,,,,,,,,,,,
qrQnfbrTdB6BoweyL0srsw,Barone's Italian Water Ice And Ice Cream,534 Burmont Rd,Upper Darby,PA,19026,39.94689,-75.30228,4.5,10,1,NA,NA,NA,NA,NA,NA,NA,NA,u'no',{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False},NA,NA,NA,NA,FALSE,NA,NA,NA,NA,{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False},NA,NA,NA,NA,{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Desserts, Restaurants, Hot Dogs, Food, Ice Cream & Frozen Yogurt",14:0-22:0,14:0-22:0,14:0-22:0,14:0-22:0,14:0-22:0,14:0-22:0,14:0-22:0,,,,,,,,,,,,
bo0NA4pzxc6WBHKTBQkVSw,Just Homemade Ice Cream,4736 Pennell Rd,Aston,PA,19014,39.85954,-75.4266,4,34,1,NA,FALSE,TRUE,1,NA,TRUE,FALSE,FALSE,'no',{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ice Cream & Frozen Yogurt, Food, Custom Cakes",13:0-21:0,12:0-21:0,12:0-21:0,12:0-21:0,12:0-22:0,12:0-22:0,13:0-21:0,,,,,,,,,,,,,,,,,,,,,,,,,
#NAME?,Friendly's,9103 Town Center Blvd,Voorhees Township,NJ,8043,39.85199,-74.99928,2,53,1,NA,TRUE,NA,2,NA,TRUE,TRUE,NA,u'free',{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False},TRUE,NA,FALSE,TRUE,FALSE,NA,u'none',TRUE,'casual',{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False},NA,TRUE,FALSE,NA,{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Desserts, Breakfast & Brunch, Food, Restaurants, Burgers, Ice Cream & Frozen Yogurt, American (Traditional)",7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-23:0,7:0-23:0,7:0-22:0,,,,,,,,,,,,
dvk9tdKMOf5CtdlF94ODDw,Cold Stone Creamery,5435 S Calle Santa Cruz,Tucson,AZ,85706,32.15275,-110.98808,3.5,16,1,NA,TRUE,TRUE,2,NA,TRUE,TRUE,FALSE,'no',{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Comfort Food, Custom Cakes, Ice Cream & Frozen Yogurt, Restaurants, Food, Desserts, Cupcakes",11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-0:0,11:0-0:0,11:0-23:0,,,,,,,,,,,,,,,,,,,,,,,,,
c56PgVwTX9LYQ0vqGU8mTg,Handel's Homemade Ice Cream,576 Lancaster Ave,Berwyn,PA,19312,40.04799,-75.43909,4.5,197,1,NA,TRUE,TRUE,1,NA,TRUE,NA,FALSE,u'no',{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},NA,NA,TRUE,NA,NA,TRUE,'none',TRUE,'casual',NA,NA,TRUE,FALSE,u'average',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Restaurants, American (Traditional), Food, Ice Cream & Frozen Yogurt",11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-22:0,11:0-22:0,11:0-21:0,,,,,,,,,,,,,,,,,,,,,,,,,
EqPKx0K1D70LBJ_09YEUQg,Fairless Hills Ice Cream,455 S Olds Blvd,Fairless Hills,PA,19030,40.17256,-74.84832,4,8,1,NA,TRUE,FALSE,1,NA,TRUE,NA,FALSE,'no',{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food, Ice Cream & Frozen Yogurt",12:0-23:0,12:0-23:0,12:0-23:0,12:0-23:0,12:0-23:0,12:0-23:0,12:0-23:0,,,,,,,,,,,,,,,,,,,,,,,,,
vYQe1RCUu7nEphvwOlpGrw,Moosic City Ice Cream & Waffles,,Nashville,TN,37209,36.14849,-86.9524,4,6,1,NA,TRUE,NA,NA,NA,NA,FALSE,TRUE,u'free',NA,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,u'none',NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ice Cream & Frozen Yogurt, Food Trucks, Restaurants, Food, Waffles",11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mEzH6V1ruMHJrgKuLGoi1g,Cold Stone Creamery,504 State St,Santa Barbara,CA,93101,34.41702,-119.6956,2.5,52,1,NA,TRUE,TRUE,3,NA,TRUE,TRUE,FALSE,'no',{u'valet': False, u'garage': None, u'street': None, u'lot': False, u'validated': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cupcakes, Custom Cakes, Ice Cream & Frozen Yogurt, Food",11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,11:0-22:0,11:0-22:0,,,,,,,,,,,,,,,,,,,,,,,,,
RlLS1Z76GTXh2cjGAdLaQA,Sweet Charlie's,711 Walnut St,Philadelphia,PA,19106,39.94812,-75.1531,4,270,0,NA,TRUE,TRUE,2,NA,TRUE,TRUE,FALSE,'no',{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False},FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food, Ice Cream & Frozen Yogurt, Desserts",12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,,,,,,,,,,,,,,,,,,,,,,,,,
E6NCDNG49_BUtbNsqgGAyw,Cold Stone Creamery,"475 W Wetmore Rd, Ste 125",Tucson,AZ,85705,32.28604,-110.98014,3.5,29,1,NA,TRUE,TRUE,1,NA,TRUE,None,FALSE,'no',{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cupcakes, Ice Cream & Frozen Yogurt, Desserts, Food, Custom Cakes, Juice Bars & Smoothies",11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,11:0-22:0,,,,,,,,,,,,,,,,,,,,,,,,,
m__4AZWErBv1jvAUKxvA7w,Marble Slab Creamery,1919 98 Street NW,Edmonton,AB,T6N 1L5,53.44851,-113.48337,3.5,5,1,NA,NA,TRUE,2,NA,TRUE,TRUE,NA,'no',{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Desserts, Ice Cream & Frozen Yogurt, Custom Cakes, Food",11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,,,,,,,,,,,,,,,,,,,,,,,,,
Tuume9XozNAErYLJr9EsqA,FreakShake Cafe,2725 Mississippi Ave,Metairie,LA,70003,30.00475,-90.22482,3.5,20,0,NA,TRUE,TRUE,1,NA,TRUE,TRUE,TRUE,u'free',{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},TRUE,NA,TRUE,TRUE,FALSE,FALSE,u'none',TRUE,'casual',{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False},FALSE,TRUE,FALSE,u'average',{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False},FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food, Burgers, American (Traditional), Ice Cream & Frozen Yogurt, Restaurants, Desserts",14:0-22:0,14:0-22:0,14:0-22:0,14:0-22:0,12:0-23:0,12:0-20:0,11:0-22:0,,,,,,,,,,,,
Px0W2HeZEzAwafpHRl1Slg,Jack's Shack,4864 Sun City Center Blvd,Sun City Center,FL,33573,27.71429,-82.336,5,24,1,NA,TRUE,TRUE,NA,NA,TRUE,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ice Cream & Frozen Yogurt, Food, Juice Bars & Smoothies",0:0-0:0,13:0-21:0,13:0-21:0,13:0-21:0,13:0-21:0,12:0-21:0,13:0-19:0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JReuxdhWVLG-EPCOE_B4Vw,Pinkberry,250 Westshore Plz,Tampa,FL,33609,27.94711,-82.5272,4.5,34,0,NA,TRUE,NA,2,NA,NA,NA,NA,u'no',{'garage': True, 'street': False, 'validated': False, 'lot': True, 'valet': True},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ice Cream & Frozen Yogurt, Food",11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,12:0-22:0,,,,,,,,,,,,,,,,,,,,,,,,,
FIozOPRTZFOlel-gvapiXw,Culver's,2470 S Falkenburg Rd,Tampa,FL,33619,27.92402,-82.33812,3.5,82,1,NA,TRUE,FALSE,1,NA,TRUE,FALSE,FALSE,'free',{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},TRUE,NA,None,TRUE,FALSE,NA,'none',TRUE,'casual',{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True},FALSE,TRUE,TRUE,'average',{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False},FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fast Food, Restaurants, Burgers, American (Traditional), Desserts, Ice Cream & Frozen Yogurt, Food",0:0-0:0,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,10:30-20:0,,,,,,,,,,,,
Gw3-ekvYP6w6Wrcs0eLcIQ,Sonic Drive-In,791 Nissan Dr,Smyrna,TN,37167,35.97422,-86.49194,2,15,1,FALSE,TRUE,NA,1,FALSE,TRUE,TRUE,FALSE,u'no',{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,u'none',TRUE,u'casual',{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False},FALSE,TRUE,TRUE,u'loud',{'dessert': True, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food, Fast Food, Burgers, Restaurants, Ice Cream & Frozen Yogurt",0:0-0:0,6:0-0:0,6:0-0:0,6:0-20:0,8:0-0:0,9:0-20:0,8:0-22:0,,,,,,,,,,,,
q6uQoz0PaDBReEruFB9bUA,Andy's Deli,840 W Idaho St,Boise,ID,83702,43.61705,-116.20359,4.5,58,0,NA,TRUE,TRUE,1,NA,TRUE,TRUE,TRUE,u'no',{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False},NA,NA,TRUE,FALSE,FALSE,NA,u'none',TRUE,u'casual',{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True},FALSE,FALSE,NA,u'average',{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Restaurants, Food, Juice Bars & Smoothies, Ice Cream & Frozen Yogurt, Sandwiches",8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,NA,NA,,,,,,,,,,,,
gkPr_2M3q0i_Aire2bG8uQ,Anthony's Homemade Italian Ices & Custard,1001 E Evesham Rd,Runnemede,NJ,8078,39.85089,-75.04964,3,8,1,NA,FALSE,TRUE,1,NA,NA,NA,NA,u'no',{u'valet': False, u'garage': False, u'street': None, u'lot': True, u'validated': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ice Cream & Frozen Yogurt, Food",NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,
HtJzFhS5xBPr3x4Hiom7KA,Huddles Frozen Yogurt,"1340 E 86th St, Ste 56",Indianapolis,IN,46240,39.91295,-86.13678,4,91,0,NA,TRUE,TRUE,1,NA,TRUE,TRUE,TRUE,u'free',{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},TRUE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food, Ice Cream & Frozen Yogurt",11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-22:0,11:0-22:0,11:0-21:0,,,,,,,,,,,,,,,,,,,,,,,,,
quk1d6aRxJf4amQnf49F9Q,Sonic Drive-In,1906 Charlotte Ave,Nashville,TN,37203,36.15775,-86.80248,1.5,40,1,FALSE,TRUE,FALSE,1,FALSE,TRUE,TRUE,FALSE,u'no',{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,'none',TRUE,'casual',None,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Burgers, Fast Food, Food, Restaurants, Ice Cream & Frozen Yogurt",0:0-0:0,7:0-23:0,7:0-23:0,6:0-17:0,6:0-22:0,9:0-22:0,8:0-23:0,,,,,,,,,,,,,,,,,,,,,,,,,
AG8L1ytgr6t_QNquAVhKRw,O'Malley's Ice Cream Pub,109 W State St,Media,PA,19063,39.91834,-75.39147,3.5,23,1,NA,FALSE,FALSE,1,NA,TRUE,NA,NA,u'no',{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food, Ice Cream & Frozen Yogurt",NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,
6o8ddZAL2Gw_FdoFQf1ilg,Green Island Frozen Yogurt & Tea Bar,10047 E Adamo Dr,Tampa,FL,33619,27.94316,-82.33678,4,243,1,FALSE,TRUE,FALSE,1,NA,TRUE,FALSE,TRUE,u'free',None,TRUE,FALSE,TRUE,NA,NA,FALSE,NA,TRUE,NA,NA,NA,NA,FALSE,u'average',NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bubble Tea, Coffee & Tea, Juice Bars & Smoothies, Food, Ice Cream & Frozen Yogurt",0:0-0:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,12:0-21:0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n874MqUWsFiJ7NGxorBTUg,Napoleon Burger,4229 Main St,Philadelphia,PA,19127,40.02433,-75.22075,3.5,6,0,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False},NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sandwiches, Ice Cream & Frozen Yogurt, Food, Burgers, Restaurants",NA,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,NA,,,,,,,,,,,,,,,,,,,,
vIg_WNUAZHXcqe-9JdWJ7w,St. Louis Union Station Soda Fountain,201 S 18th St,St. Louis,MO,63103,38.62777,-90.20799,3,336,1,NA,TRUE,FALSE,2,NA,FALSE,FALSE,FALSE,u'free',{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False},TRUE,NA,TRUE,FALSE,FALSE,FALSE,u'full_bar',NA,NA,{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False},TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,"Restaurants, Diners, Specialty Food, Food, Juice Bars & Smoothies, Desserts, Candy Stores, Ice Cream & Frozen Yogurt, Burgers",11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,,,,,,,,,,,,,,,,,
BCmVytJZ7bTt-LnxVdkRew,Roulé Rolled Ice Cream,401 Huey P Long Ave,Gretna,LA,70053,29.91573,-90.06425,4.5,36,1,NA,TRUE,TRUE,1,NA,TRUE,TRUE,TRUE,u'free',{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},TRUE,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,u'average',NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ice Cream & Frozen Yogurt, Food",NA,NA,NA,15:0-21:0,16:0-21:0,13:0-21:0,13:0-20:0,,,,,,,,,,,,,,,,,,,,,,,,,
SqkBIkfYOkwJrdehXBvVIQ,Chris' Ice Cream,1484 86th Street,Indianapolis,IN,46240,39.91293,-86.1345,4.5,235,1,NA,TRUE,TRUE,1,NA,TRUE,TRUE,FALSE,u'free',{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,'none',TRUE,u'casual',{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True},FALSE,TRUE,FALSE,u'average',{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False},FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food, Restaurants, Ice Cream & Frozen Yogurt, Tacos, Mexican",10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,NA,,,,,,,,,,,,
PlV6uN_fb9s0dQ-cOhQvgw,Frazzberry Frozen Yogurt,4734 Limestone Rd,Wilmington,DE,19808,39.74014,-75.69129,3.5,11,1,NA,TRUE,TRUE,1,NA,TRUE,TRUE,TRUE,u'free',{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},TRUE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food, Desserts, Ice Cream & Frozen Yogurt",0:0-0:0,14:0-20:0,14:0-20:0,14:0-20:0,14:0-20:0,14:0-20:0,14:0-20:0,,,,,,,,,,,,,,,,,,,,,,,,,
54sOo41hxch8D3bRCUVdoQ,Scooped Ice Cream,130 Pottstown Pike,Chester Springs,PA,19425,40.0786,-75.68824,5,38,1,NA,FALSE,TRUE,1,NA,TRUE,FALSE,NA,u'no',{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gelato, Coffee & Tea, Food, Ice Cream & Frozen Yogurt",NA,NA,NA,NA,13:0-21:0,12:0-21:0,13:0-20:0,,,,,,,,,,,,,,,,,,,,,,,,,
t2o7avwuulLs9jYowlgsjQ,Rita's Italian Ice,409 Bristol Pike,Croydon,PA,19021,40.09406,-74.91011,3.5,6,1,NA,TRUE,TRUE,2,NA,TRUE,NA,NA,'free',{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Desserts, Food, Shaved Ice, Ice Cream & Frozen Yogurt",NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,
hfA8wxlYRBIkSLNXlWTL9A,Baskin Robbins,"2231 N Mount Juliet Rd, Ste 103",Mount Juliet,TN,37122,36.20124,-86.51845,2.5,7,1,NA,TRUE,TRUE,1,NA,TRUE,TRUE,NA,NA,{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food, Ice Cream & Frozen Yogurt",11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,,,,,,,,,,,,,,,,,,,,,,,,,
99v5aJGZRvEC1LOsVHafTQ,Rita's Italian Ice,1709 Grant Ave,Philadelphia,PA,19115,40.08623,-75.03805,4.5,10,1,NA,TRUE,FALSE,1,NA,TRUE,None,NA,'no',{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shaved Ice, Desserts, Ice Cream & Frozen Yogurt, Food",NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,
8iu6VRKj-9ttpOoQ5QrJNg,Andy's Sandwiches Ice Cream Pizza & Shakes,213 S Virginia Ave,Penns Grove,NJ,8069,39.71917,-75.46909,3,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False},NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Restaurants, Pizza, Ice Cream & Frozen Yogurt, Food, Sandwiches",NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,
hPu9RUh8v3WCFhJQu52VzA,The Igloo,1514 Frankford Ave,Philadelphia,PA,19125,39.97338,-75.13404,4,54,1,NA,TRUE,TRUE,1,NA,TRUE,None,FALSE,u'free',{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ice Cream & Frozen Yogurt, Food",12:0-23:0,12:0-23:0,12:0-23:0,12:0-23:0,12:0-0:0,12:0-0:0,12:0-23:0,,,,,,,,,,,,,,,,,,,,,,,,,
S_9YbiMLXILvAGojZ1mKRw,Sonic Drive-In,16525 Fishhawk Blvd,LITHIA,FL,33547,27.85596,-82.20471,2,27,1,FALSE,TRUE,TRUE,1,FALSE,TRUE,TRUE,FALSE,u'no',{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,u'none',TRUE,'casual',{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False},FALSE,TRUE,TRUE,'average',{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food, Ice Cream & Frozen Yogurt, Burgers, Restaurants, Fast Food",0:0-0:0,8:0-22:0,8:0-22:0,7:0-18:0,8:0-22:0,8:0-22:0,8:0-22:0,,,,,,,,,,,,
